Local Date/Time	Relative Time	setflow-b:setflow [µL/min]
06/15/2022 13:28:51	00:05:50.558	0.000
06/15/2022 13:28:52	00:05:51.558	0.000
06/15/2022 13:28:53	00:05:52.571	0.000
06/15/2022 13:28:54	00:05:53.573	0.000
06/15/2022 13:28:55	00:05:54.573	0.000
06/15/2022 13:28:56	00:05:55.573	0.000
06/15/2022 13:28:57	00:05:56.591	0.000
06/15/2022 13:28:58	00:05:57.592	0.000
06/15/2022 13:28:59	00:05:58.591	0.000
06/15/2022 13:29:00	00:05:59.592	0.000
06/15/2022 13:29:01	00:06:00.604	0.000
06/15/2022 13:29:02	00:06:01.603	0.000
06/15/2022 13:29:03	00:06:02.621	0.000
06/15/2022 13:29:04	00:06:03.621	0.000
06/15/2022 13:29:05	00:06:04.620	0.000
06/15/2022 13:29:06	00:06:05.635	0.000
06/15/2022 13:29:07	00:06:06.635	0.000
06/15/2022 13:29:08	00:06:07.636	0.000
06/15/2022 13:29:09	00:06:08.637	0.000
06/15/2022 13:29:10	00:06:09.654	0.000
06/15/2022 13:29:11	00:06:10.666	0.000
06/15/2022 13:29:12	00:06:11.666	0.000
06/15/2022 13:29:13	00:06:12.666	0.000
06/15/2022 13:29:14	00:06:13.666	0.000
06/15/2022 13:29:15	00:06:14.667	0.000
06/15/2022 13:29:16	00:06:15.670	0.000
06/15/2022 13:29:17	00:06:16.668	0.000
06/15/2022 13:29:18	00:06:17.680	0.000
06/15/2022 13:29:19	00:06:18.681	0.000
06/15/2022 13:29:20	00:06:19.683	0.000
06/15/2022 13:29:21	00:06:20.683	0.000
06/15/2022 13:29:22	00:06:21.697	0.000
06/15/2022 13:29:23	00:06:22.697	0.000
06/15/2022 13:29:24	00:06:23.698	0.000
06/15/2022 13:29:25	00:06:24.697	0.000
06/15/2022 13:29:26	00:06:25.698	0.000
06/15/2022 13:29:27	00:06:26.698	0.000
06/15/2022 13:29:28	00:06:27.712	0.000
06/15/2022 13:29:29	00:06:28.712	0.000
06/15/2022 13:29:30	00:06:29.712	0.000
06/15/2022 13:29:31	00:06:30.714	0.000
06/15/2022 13:29:32	00:06:31.712	0.000
06/15/2022 13:29:33	00:06:32.714	0.000
06/15/2022 13:29:34	00:06:33.714	0.000
06/15/2022 13:29:35	00:06:34.729	0.000
06/15/2022 13:29:36	00:06:35.728	0.000
06/15/2022 13:29:37	00:06:36.729	0.000
06/15/2022 13:29:38	00:06:37.730	0.000
06/15/2022 13:29:39	00:06:38.745	0.000
06/15/2022 13:29:40	00:06:39.746	0.000
06/15/2022 13:29:41	00:06:40.748	0.000
06/15/2022 13:29:42	00:06:41.749	0.000
06/15/2022 13:29:43	00:06:42.760	0.000
06/15/2022 13:29:44	00:06:43.762	0.000
06/15/2022 13:29:45	00:06:44.762	0.000
06/15/2022 13:29:46	00:06:45.764	0.000
06/15/2022 13:29:47	00:06:46.763	0.000
06/15/2022 13:29:48	00:06:47.774	0.000
06/15/2022 13:29:49	00:06:48.776	0.000
06/15/2022 13:29:50	00:06:49.776	0.000
06/15/2022 13:29:51	00:06:50.790	0.000
06/15/2022 13:29:52	00:06:51.791	0.000
06/15/2022 13:29:53	00:06:52.792	0.000
06/15/2022 13:29:54	00:06:53.792	0.000
06/15/2022 13:29:55	00:06:54.793	0.000
06/15/2022 13:29:56	00:06:55.794	0.000
06/15/2022 13:29:57	00:06:56.807	0.000
06/15/2022 13:29:58	00:06:57.806	0.000
06/15/2022 13:29:59	00:06:58.807	0.000
06/15/2022 13:30:00	00:06:59.808	0.000
06/15/2022 13:30:01	00:07:00.821	0.000
06/15/2022 13:30:02	00:07:01.822	0.000
06/15/2022 13:30:03	00:07:02.833	0.000
06/15/2022 13:30:04	00:07:03.824	0.000
06/15/2022 13:30:05	00:07:04.824	0.000
06/15/2022 13:30:06	00:07:05.837	0.000
06/15/2022 13:30:07	00:07:06.838	0.000
06/15/2022 13:30:08	00:07:07.839	0.000
06/15/2022 13:30:09	00:07:08.839	0.000
06/15/2022 13:30:10	00:07:09.842	0.000
06/15/2022 13:30:11	00:07:10.854	0.000
06/15/2022 13:30:12	00:07:11.855	0.000
06/15/2022 13:30:13	00:07:12.855	0.000
06/15/2022 13:30:14	00:07:13.856	0.000
06/15/2022 13:30:15	00:07:14.868	0.000
06/15/2022 13:30:16	00:07:15.870	0.000
06/15/2022 13:30:17	00:07:16.870	0.000
06/15/2022 13:30:18	00:07:17.886	0.000
06/15/2022 13:30:19	00:07:18.885	0.000
06/15/2022 13:30:20	00:07:19.900	0.000
06/15/2022 13:30:21	00:07:20.902	0.000
06/15/2022 13:30:22	00:07:21.903	0.000
06/15/2022 13:30:24	00:07:22.917	0.000
06/15/2022 13:30:25	00:07:23.917	0.000
06/15/2022 13:30:26	00:07:24.918	0.000
06/15/2022 13:30:27	00:07:25.919	0.000
06/15/2022 13:30:28	00:07:26.931	0.000
06/15/2022 13:30:29	00:07:26.931	0.000
06/15/2022 13:30:29	00:07:27.575	1.000
06/15/2022 13:30:29	00:07:27.599	1.000
06/15/2022 13:30:29	00:07:27.614	1.000
06/15/2022 13:30:29	00:07:27.631	1.000
06/15/2022 13:30:29	00:07:27.653	1.000
06/15/2022 13:30:29	00:07:27.655	1.000
06/15/2022 13:30:29	00:07:27.673	1.000
06/15/2022 13:30:29	00:07:27.693	1.000
06/15/2022 13:30:29	00:07:27.717	1.000
06/15/2022 13:30:29	00:07:27.741	1.000
06/15/2022 13:30:29	00:07:27.767	1.000
06/15/2022 13:30:29	00:07:27.795	1.000
06/15/2022 13:30:29	00:07:27.825	1.000
06/15/2022 13:30:29	00:07:27.859	1.000
06/15/2022 13:30:29	00:07:27.893	1.000
06/15/2022 13:30:29	00:07:27.930	1.000
06/15/2022 13:30:30	00:07:27.968	1.000
06/15/2022 13:30:30	00:07:28.008	1.000
06/15/2022 13:30:30	00:07:28.050	1.000
06/15/2022 13:30:30	00:07:28.094	1.000
06/15/2022 13:30:30	00:07:28.120	1.000
06/15/2022 13:30:30	00:07:28.140	1.000
06/15/2022 13:30:30	00:07:28.152	1.000
06/15/2022 13:30:30	00:07:28.166	1.000
06/15/2022 13:30:30	00:07:28.182	1.000
06/15/2022 13:30:30	00:07:28.200	0.995
06/15/2022 13:30:30	00:07:28.220	0.995
06/15/2022 13:30:30	00:07:28.242	0.995
06/15/2022 13:30:30	00:07:28.266	0.995
06/15/2022 13:30:30	00:07:28.292	0.989
06/15/2022 13:30:30	00:07:28.320	0.989
06/15/2022 13:30:30	00:07:28.350	0.989
06/15/2022 13:30:30	00:07:28.382	0.989
06/15/2022 13:30:30	00:07:28.416	0.984
06/15/2022 13:30:30	00:07:28.452	0.984
06/15/2022 13:30:30	00:07:28.490	0.984
06/15/2022 13:30:30	00:07:28.530	0.977
06/15/2022 13:30:30	00:07:28.571	0.977
06/15/2022 13:30:30	00:07:28.616	0.973
06/15/2022 13:30:30	00:07:28.663	0.973
06/15/2022 13:30:30	00:07:28.712	0.966
06/15/2022 13:30:30	00:07:28.764	0.966
06/15/2022 13:30:30	00:07:28.818	0.962
06/15/2022 13:30:30	00:07:28.871	0.962
06/15/2022 13:30:30	00:07:28.928	0.955
06/15/2022 13:30:31	00:07:28.985	0.955
06/15/2022 13:30:31	00:07:29.045	0.951
06/15/2022 13:30:31	00:07:29.107	0.944
06/15/2022 13:30:31	00:07:29.171	0.944
06/15/2022 13:30:31	00:07:29.239	0.936
06/15/2022 13:30:31	00:07:29.308	0.925
06/15/2022 13:30:31	00:07:29.380	0.925
06/15/2022 13:30:31	00:07:29.452	0.915
06/15/2022 13:30:31	00:07:29.526	0.907
06/15/2022 13:30:31	00:07:29.602	0.896
06/15/2022 13:30:31	00:07:29.682	0.896
06/15/2022 13:30:31	00:07:29.762	0.886
06/15/2022 13:30:31	00:07:29.844	0.878
06/15/2022 13:30:31	00:07:29.928	0.868
06/15/2022 13:30:32	00:07:30.014	0.858
06/15/2022 13:30:32	00:07:30.101	0.848
06/15/2022 13:30:32	00:07:30.192	0.835
06/15/2022 13:30:32	00:07:30.284	0.835
06/15/2022 13:30:32	00:07:30.378	0.822
06/15/2022 13:30:32	00:07:30.480	0.810
06/15/2022 13:30:32	00:07:30.580	0.797
06/15/2022 13:30:32	00:07:30.681	0.784
06/15/2022 13:30:32	00:07:30.784	0.772
06/15/2022 13:30:32	00:07:30.886	0.759
06/15/2022 13:30:33	00:07:30.988	0.747
06/15/2022 13:30:33	00:07:31.090	0.735
06/15/2022 13:30:33	00:07:31.192	0.707
06/15/2022 13:30:33	00:07:31.294	0.691
06/15/2022 13:30:33	00:07:31.396	0.676
06/15/2022 13:30:33	00:07:31.497	0.661
06/15/2022 13:30:33	00:07:31.597	0.647
06/15/2022 13:30:33	00:07:31.697	0.632
06/15/2022 13:30:33	00:07:31.797	0.618
06/15/2022 13:30:33	00:07:31.899	0.603
06/15/2022 13:30:34	00:07:32.001	0.590
06/15/2022 13:30:34	00:07:32.103	0.576
06/15/2022 13:30:34	00:07:32.206	0.561
06/15/2022 13:30:34	00:07:32.308	0.545
